N,P,K,temperature,humidity,ph,rainfall,label
136,45,22,28.03,76.88,6.87,80.24,cotton
46,69,67,15.59,16.63,6.97,104.59,chickpea
31,122,198,23.38,90.69,6.23,118.33,apple
61,44,28,20.2,52.98,6.05,52.75,sunflower
96,44,35,26.77,83.19,6.49,137.12,jute
24,8,39,23.7,92.9,6.66,51.06,pomegranate
26,14,7,20.38,88.34,7.35,105.19,orange
35,72,25,28.6,61.23,5.95,55.18,blackgram
18,120,187,23.01,92.87,6.2,118.94,apple
23,52,20,22.06,11.67,6.86,115.75,kidneybeans
31,56,14,18.78,22.07,6.08,111.13,kidneybeans
21,45,19,24.37,92.96,6.85,59.64,mungbean
24,133,211,27.44,80.34,6.16,79.8,grapes
40,65,26,31.35,63.96,6.58,72.94,groundnut
73,75,28,10.36,69.97,7.16,66.98,barley
76,47,40,24.79,83.1,6.87,199.93,jute
64,44,45,24.64,75.77,6.59,231.56,rice
43,88,71,16.92,19.08,6.98,60.27,chickpea
20,68,19,23.58,49.33,6.24,46.06,lentil
25,55,27,31.0,59.82,6.0,51.36,mothbeans
81,50,51,26.85,79.12,6.05,234.76,rice
24,69,20,29.16,52.59,6.77,155.9,pigeonpeas
70,49,36,13.02,34.5,6.92,116.19,barley
43,38,36,23.63,42.8,6.19,43.47,sunflower
20,22,33,31.85,42.09,6.92,107.15,mango
52,36,28,23.51,36.35,6.37,34.46,sunflower
16,67,11,26.36,41.26,6.08,149.89,pigeonpeas
123,38,17,24.31,76.87,6.56,98.02,cotton
22,26,31,31.31,55.34,5.03,94.55,mango
15,56,15,17.53,15.56,5.35,141.29,kidneybeans
70,41,45,16.78,52.05,7.06,53.36,barley
86,47,34,24.23,78.61,6.99,215.59,rice
63,50,44,15.82,61.49,6.5,87.77,wheat
14,66,21,23.94,21.92,5.37,116.8,kidneybeans
96,83,47,27.86,79.43,5.98,92.45,banana
27,14,40,18.52,86.84,5.46,29.16,pomegranate
43,56,40,28.57,94.16,6.89,150.21,papaya
20,14,6,25.58,95.08,6.91,114.02,orange
99,69,42,27.67,73.33,5.9,106.66,banana
19,8,26,27.35,100.0,5.63,172.05,coconut
16,70,21,23.58,39.94,7.17,55.9,lentil
84,16,53,27.93,87.29,6.38,44.03,watermelon
56,58,59,21.24,56.6,6.11,54.98,tomato
24,64,25,23.88,54.16,7.12,138.39,pigeonpeas
99,15,54,25.88,87.99,6.94,37.5,watermelon
110,17,32,28.95,59.4,7.06,193.43,coffee
100,62,38,26.91,85.23,7.18,191.05,rice
78,46,60,20.16,65.18,5.47,81.68,potato
26,66,17,25.02,38.44,6.4,141.56,pigeonpeas
77,45,23,23.84,80.85,6.85,275.47,rice
17,60,23,27.53,44.87,7.0,112.88,pigeonpeas
60,67,50,34.39,87.49,6.58,160.34,papaya
77,52,37,23.94,68.89,6.24,87.04,maize
19,20,7,24.21,84.99,7.69,93.94,orange
62,53,39,16.26,37.25,6.91,67.23,barley
22,38,22,25.21,79.33,6.36,44.14,mungbean
27,6,36,31.21,97.29,6.4,184.24,coconut
29,10,25,27.72,96.25,6.04,184.47,coconut
92,19,36,25.86,53.81,6.82,152.26,coffee
26,45,27,30.63,49.59,6.5,44.82,mothbeans
77,37,43,24.34,92.27,6.88,173.6,jute
31,41,42,23.03,54.99,7.29,63.29,sunflower
83,42,45,24.92,86.06,6.81,195.13,rice
75,46,45,25.73,91.68,6.45,170.26,jute
76,47,36,24.45,71.02,5.91,87.49,maize
95,17,56,24.04,93.66,6.99,33.31,watermelon
76,42,40,26.53,78.93,7.46,190.5,jute
85,50,58,27.36,81.36,6.02,171.81,rice
30,68,46,30.0,94.82,6.79,174.32,papaya
94,18,25,25.78,68.6,6.09,185.63,coffee
74,56,50,18.59,65.67,6.76,128.8,wheat
22,52,17,24.13,42.65,6.6,36.52,mothbeans
72,48,47,23.15,86.23,7.53,188.31,jute
87,34,39,23.25,82.81,6.91,169.97,jute
24,48,18,27.06,45.82,7.12,41.95,mothbeans
15,69,26,21.76,46.7,6.93,47.59,lentil
20,56,22,18.04,18.94,5.54,140.3,kidneybeans
115,22,26,25.94,57.66,5.51,178.72,coffee
80,43,58,20.95,57.4,5.8,145.82,wheat
69,41,39,27.13,64.27,6.12,91.05,maize
20,125,183,23.2,79.97,6.05,58.85,grapes
109,23,18,26.7,76.94,7.86,76.15,cotton
43,64,78,20.22,10.0,7.53,76.09,chickpea
24,137,193,28.32,70.04,5.49,84.79,grapes
89,34,38,23.02,84.16,7.07,182.69,jute
16,139,214,28.32,83.86,6.11,85.32,grapes
47,44,55,24.75,56.01,6.88,61.18,onion
78,47,34,24.55,84.2,6.31,171.6,jute
32,65,84,18.47,14.07,7.09,85.72,chickpea
84,40,38,24.81,81.54,6.79,168.31,jute
16,69,23,15.15,52.4,7.27,45.85,lentil
23,8,23,21.93,87.78,7.34,34.15,pomegranate
66,54,47,22.18,85.13,6.12,73.81,potato
57,65,33,37.97,92.28,6.96,132.7,papaya
20,51,19,27.6,45.22,6.89,39.46,mothbeans
70,63,34,16.37,70.63,6.8,64.12,barley
81,48,39,25.56,83.13,6.49,94.89,maize
55,56,35,19.55,51.51,6.97,66.21,sunflower
19,8,34,28.92,94.71,5.96,191.61,coconut
74,41,33,21.08,70.46,6.86,110.94,maize
20,56,22,30.45,36.71,6.9,52.4,mothbeans
80,37,45,22.88,86.56,6.46,169.78,jute
36,71,77,17.72,14.35,6.39,79.82,chickpea
22,69,21,28.24,49.7,7.43,153.69,pigeonpeas
87,42,36,24.93,68.51,6.29,105.02,maize
100,19,35,24.98,66.14,6.28,163.91,coffee
89,24,54,23.13,94.29,6.77,26.0,muskmelon
76,32,47,27.62,81.46,6.74,177.13,jute
125,39,10,23.34,73.22,7.08,62.19,cotton
42,39,31,17.37,48.54,6.55,72.68,sunflower
38,74,13,21.35,49.15,6.78,54.44,groundnut
50,63,54,15.17,69.7,6.15,72.92,potato
47,57,83,17.2,21.23,6.15,73.51,chickpea
101,20,52,25.72,90.04,6.27,42.49,watermelon
25,53,22,28.46,31.16,7.52,51.55,mothbeans
26,15,33,25.83,85.77,5.98,31.97,pomegranate
45,38,36,19.19,48.5,6.75,56.75,sunflower
118,40,15,27.59,87.32,7.47,87.39,cotton
13,14,21,25.82,97.72,6.32,152.3,coconut
116,87,56,26.49,63.79,6.12,99.96,banana
88,30,41,26.31,74.61,7.07,230.15,rice
20,11,35,19.66,91.2,7.26,40.11,pomegranate
110,19,33,27.29,95.1,6.87,43.37,watermelon
50,52,46,33.35,91.3,7.54,157.56,papaya
25,126,183,19.13,89.03,5.86,139.28,apple
117,43,31,26.43,92.4,6.8,78.73,cotton
43,67,75,14.72,21.17,7.37,51.81,chickpea
24,57,21,14.07,50.38,7.75,40.52,lentil
47,64,66,15.23,24.81,6.89,71.35,chickpea
71,61,31,15.27,54.69,6.95,85.01,barley
23,15,40,19.93,89.43,6.71,50.16,pomegranate
82,45,43,26.55,83.53,6.61,148.12,jute
26,108,199,16.96,88.38,5.91,129.14,apple
56,57,44,22.86,65.05,6.93,67.69,tomato
26,56,23,27.16,48.73,5.89,113.09,pigeonpeas
14,27,21,34.49,56.97,5.96,83.18,mango
95,48,49,19.86,73.48,6.47,231.52,rice
26,49,23,31.67,86.69,6.26,59.76,mungbean
62,47,47,23.64,84.73,6.63,64.65,tomato
47,46,64,14.97,55.91,6.65,56.64,onion
23,26,27,27.95,61.36,6.1,89.4,mango
72,30,39,24.21,63.03,6.23,97.74,maize
71,35,38,26.44,83.37,6.47,172.97,jute
55,52,37,17.8,60.35,6.71,81.23,barley
48,60,60,35.94,94.1,7.09,146.92,papaya
66,50,65,20.35,60.26,5.9,65.56,potato
42,45,45,22.51,68.43,7.09,83.45,tomato
53,39,38,18.52,63.25,7.46,60.47,sunflower
54,33,35,18.67,35.75,6.53,72.62,sunflower
68,54,48,23.78,87.02,6.68,200.65,rice
19,5,30,25.36,91.83,5.64,242.13,coconut
52,61,53,30.61,92.59,6.85,154.63,papaya
23,63,21,31.51,45.45,5.99,48.77,mothbeans
66,47,31,22.96,74.38,5.26,91.73,maize
21,133,210,22.43,96.81,6.23,123.7,apple
76,74,38,19.03,65.73,6.7,72.72,barley
103,25,53,25.91,87.14,5.95,25.59,muskmelon
43,54,20,29.06,65.78,6.05,51.7,blackgram
107,51,29,23.03,84.21,7.49,95.26,cotton
15,11,46,22.03,83.15,6.62,47.61,pomegranate
22,18,26,33.23,53.28,6.41,97.83,mango
24,12,26,29.78,93.1,6.7,191.06,coconut
19,59,31,26.1,33.18,6.44,50.16,mothbeans
81,53,49,20.29,92.67,5.52,215.45,rice
13,40,14,32.01,92.74,6.63,62.21,mungbean
16,53,22,14.51,40.17,5.76,49.14,lentil
42,68,19,26.63,56.25,6.52,67.43,groundnut
24,135,195,16.21,88.34,6.1,71.2,grapes
113,69,44,31.24,84.89,5.05,88.69,banana
27,51,13,23.32,10.63,5.7,166.77,kidneybeans
60,53,34,9.38,62.18,7.51,89.77,barley
20,71,11,29.44,41.56,6.49,110.75,pigeonpeas
67,60,43,15.01,50.1,6.57,67.62,barley
36,59,20,23.35,57.99,6.56,78.22,blackgram
32,111,192,16.49,82.16,6.14,90.91,grapes
16,59,20,14.25,14.64,5.97,108.94,kidneybeans
51,43,90,19.01,10.96,6.57,100.15,chickpea
17,127,195,31.35,84.0,6.08,83.37,grapes
48,39,39,18.62,62.86,6.06,40.81,sunflower
104,16,48,31.81,95.89,6.29,19.95,muskmelon
20,25,24,26.55,45.89,6.25,118.84,mango
125,46,23,27.63,78.55,6.65,92.42,cotton
108,13,43,31.95,93.94,6.43,28.79,muskmelon
59,42,44,24.73,45.81,7.15,62.64,sunflower
24,29,33,30.87,44.75,6.43,92.54,mango
23,126,196,21.01,92.84,5.14,125.56,apple
19,24,35,32.56,50.42,6.19,94.37,mango
74,60,42,22.68,68.09,5.14,83.45,potato
82,50,37,22.54,79.84,6.7,207.37,rice
96,71,54,23.88,74.61,6.14,112.46,banana
19,52,19,27.35,85.29,6.26,46.57,mungbean
38,55,53,31.44,92.79,6.9,146.26,papaya
92,8,30,23.42,53.73,6.32,157.33,coffee
52,40,27,23.19,64.85,6.52,44.06,sunflower
63,43,35,22.57,81.66,7.02,205.18,jute
88,35,22,19.32,55.98,6.39,114.17,wheat
90,70,49,30.78,81.19,5.66,104.41,banana
42,72,25,27.94,69.92,6.62,76.96,blackgram
45,69,19,28.93,72.36,6.52,74.39,blackgram
22,40,14,28.32,83.41,6.75,49.2,mungbean
105,25,51,27.42,86.06,6.41,25.57,muskmelon
11,32,42,30.65,65.16,5.67,79.41,mango
10,59,27,25.57,49.17,6.18,70.96,lentil
44,49,41,16.75,65.07,7.0,61.37,onion
22,8,31,26.34,97.64,6.17,172.12,coconut
14,11,22,28.26,93.13,5.47,199.99,coconut
24,132,207,23.79,94.65,5.89,72.69,grapes
14,45,25,30.32,84.21,6.62,44.0,mungbean
35,45,22,26.05,86.48,6.4,45.89,mungbean
39,47,52,20.26,60.26,6.42,48.65,onion
21,111,193,18.59,92.69,5.67,126.67,apple
60,34,42,20.49,45.64,6.36,53.78,sunflower
31,66,21,26.09,49.0,6.37,52.01,groundnut
40,61,16,23.61,62.7,6.52,74.07,groundnut
23,59,24,24.31,61.62,6.01,118.07,pigeonpeas
70,50,34,16.01,48.78,7.5,75.12,wheat
96,36,37,24.39,89.21,5.78,254.89,rice
61,41,46,24.79,74.81,6.6,87.46,tomato
29,54,24,28.03,47.61,6.86,81.13,mothbeans
63,60,39,22.72,76.94,5.67,244.7,rice
34,57,53,28.5,66.42,6.98,54.14,onion
20,27,30,31.93,54.08,5.4,120.99,mango
30,54,23,35.76,39.19,6.42,69.12,groundnut
57,63,63,39.05,90.97,7.8,150.49,papaya
102,59,47,27.88,77.4,5.58,116.92,banana
33,125,222,30.11,76.99,6.52,68.49,grapes
72,35,34,21.63,75.59,6.52,74.64,maize
18,78,21,20.58,39.84,6.94,41.68,lentil
25,138,173,22.26,91.79,6.36,107.18,apple
35,73,95,20.45,16.76,6.93,69.65,chickpea
22,9,36,26.39,89.26,6.29,39.2,pomegranate
60,41,59,32.37,91.77,6.59,180.86,papaya
26,119,208,22.55,80.38,6.12,76.03,grapes
87,19,41,25.62,88.43,6.22,24.78,muskmelon
68,59,58,15.9,66.69,5.63,100.61,potato
130,52,18,19.47,81.23,6.63,57.65,cotton
90,9,44,30.42,96.74,6.77,33.46,muskmelon
25,25,31,30.52,41.87,4.93,84.17,mango
94,23,55,26.87,95.26,6.28,48.13,watermelon
101,20,25,20.44,51.11,6.3,181.95,coffee
77,50,48,23.95,68.55,6.02,76.62,potato
29,128,188,21.66,90.98,6.98,91.62,apple
102,75,52,27.19,86.21,6.05,70.84,banana
106,16,34,26.55,92.13,6.89,20.46,muskmelon
36,62,20,32.81,69.66,7.01,61.03,blackgram
19,50,19,25.55,41.46,5.93,45.88,mothbeans
94,41,35,26.24,64.44,6.43,74.06,maize
29,49,20,29.96,49.2,6.55,54.36,mothbeans
43,30,44,24.62,58.86,6.6,59.95,onion
98,71,50,32.27,85.77,6.47,108.71,banana
50,71,16,31.39,58.13,6.24,62.88,groundnut
14,31,28,33.81,61.21,5.2,91.51,mango
14,52,23,18.15,15.26,5.5,119.52,kidneybeans
91,41,42,27.36,84.62,7.1,193.68,jute
17,62,16,19.83,14.43,6.12,146.47,kidneybeans
98,70,60,27.53,76.08,5.81,122.42,banana
103,20,56,22.85,88.64,6.41,54.56,watermelon
25,11,39,20.75,88.83,6.55,29.32,pomegranate
19,58,24,24.77,81.63,6.88,22.87,mungbean
79,50,34,20.09,63.15,7.16,112.7,wheat
35,43,63,24.24,54.68,6.16,65.09,onion
20,48,17,30.43,87.65,6.84,48.77,mungbean
27,54,18,29.44,35.2,7.64,37.65,mothbeans
55,40,43,24.17,84.3,6.06,68.84,tomato
85,53,31,27.33,56.64,6.66,105.01,maize
61,34,40,24.78,77.48,6.82,170.15,rice
71,54,40,14.45,53.43,6.92,68.8,barley
49,66,16,27.78,48.32,6.47,75.41,groundnut
82,13,18,28.6,62.66,6.83,166.02,coffee
56,45,42,22.96,69.03,6.45,65.72,tomato
63,39,35,15.15,52.95,6.9,79.07,barley
35,115,211,22.7,80.32,5.84,66.97,grapes
49,62,20,29.16,78.84,6.05,56.55,groundnut
17,14,30,28.13,99.54,4.82,211.97,coconut
23,65,18,22.96,44.3,6.03,48.39,lentil
75,54,42,25.33,92.94,5.87,163.69,jute
12,34,40,36.63,47.31,5.22,84.01,mango
43,61,46,29.7,98.57,6.33,154.4,papaya
15,56,29,25.42,87.67,6.21,60.41,mungbean
45,45,63,22.56,61.81,6.52,79.69,onion
24,11,39,18.59,87.95,6.24,42.77,pomegranate
94,14,45,26.22,88.16,5.95,18.37,muskmelon
101,56,30,22.55,88.33,6.15,233.31,rice
46,59,17,32.03,49.76,6.75,64.42,groundnut
79,40,45,23.51,81.61,7.29,170.75,jute
41,50,21,28.77,59.67,6.45,57.39,groundnut
38,54,17,35.61,59.89,7.98,74.37,blackgram
109,21,47,24.47,93.3,6.84,31.04,muskmelon
89,68,40,25.23,65.75,6.22,141.08,banana
80,16,27,24.29,52.33,6.13,159.78,coffee
49,53,71,33.49,95.88,6.17,139.4,papaya
4,67,17,32.78,50.15,5.29,129.0,pigeonpeas
30,46,18,30.2,56.23,6.75,52.48,mothbeans
18,63,75,22.17,15.07,7.15,77.12,chickpea
111,14,51,28.88,93.12,6.29,35.25,muskmelon
29,131,219,22.67,87.55,6.73,95.79,apple
13,51,18,28.09,88.49,6.01,43.16,mungbean
22,68,17,31.02,40.98,6.68,133.09,pigeonpeas
70,50,47,16.45,60.77,6.62,91.31,wheat
50,60,85,17.42,16.68,7.04,78.78,chickpea
16,129,214,23.75,92.17,6.24,109.59,apple
45,30,56,23.59,47.4,6.31,62.52,onion
93,60,36,21.03,81.37,6.53,252.83,rice
114,46,18,24.75,83.4,6.54,79.03,cotton
40,45,25,28.77,54.27,5.76,37.37,mothbeans
21,109,206,22.75,92.1,5.68,109.48,apple
77,48,28,23.34,83.79,7.24,204.45,rice
72,53,39,24.26,73.32,6.55,95.27,maize
14,50,28,17.42,20.38,5.62,113.68,kidneybeans
86,76,48,27.17,79.92,7.03,73.4,banana
114,13,52,30.7,92.4,6.57,40.32,watermelon
41,55,54,27.35,65.23,6.06,62.0,tomato
57,46,57,22.08,63.5,5.8,66.53,tomato
52,52,46,17.59,84.64,6.87,75.76,potato
106,15,58,29.15,84.97,6.52,21.75,muskmelon
32,71,25,24.23,57.66,6.26,66.39,groundnut
43,61,12,28.25,57.55,6.37,64.39,groundnut
29,121,181,21.15,96.7,6.32,120.56,apple
23,44,28,25.56,95.53,6.51,36.24,mungbean
110,29,32,24.5,66.68,6.92,192.77,coffee
20,48,23,30.9,87.47,6.36,57.42,mungbean
40,57,74,14.15,21.89,6.16,92.3,chickpea
20,8,38,23.48,89.09,5.94,39.47,pomegranate
21,20,9,23.78,93.6,6.29,106.45,orange
73,50,32,18.08,51.86,7.42,89.26,barley
16,61,25,15.95,46.68,6.82,51.11,lentil
25,128,212,24.58,73.21,5.87,65.28,grapes
18,44,19,12.9,23.77,5.31,122.45,kidneybeans
52,40,36,26.48,67.6,5.92,62.54,tomato
22,21,12,29.44,88.86,7.13,112.33,orange
17,18,12,24.45,88.53,7.2,94.73,orange
125,44,16,25.96,84.2,6.12,70.21,cotton
61,69,30,18.44,52.77,6.89,91.86,barley
54,54,47,23.4,74.01,6.57,73.43,tomato
24,129,174,26.57,81.55,6.81,65.6,grapes
27,126,212,24.88,86.98,5.71,97.17,apple
17,71,26,16.68,47.08,6.72,36.04,lentil
24,11,34,23.96,87.49,5.69,36.33,pomegranate
103,17,40,28.81,59.95,7.48,189.76,coffee
18,34,21,37.81,51.09,5.75,97.03,mango
56,53,39,20.89,42.45,6.57,68.73,sunflower
35,69,19,23.34,56.6,6.9,58.37,blackgram
16,15,11,29.54,91.54,6.78,112.6,orange
90,46,38,27.7,88.65,6.88,184.81,jute
18,59,27,22.06,29.68,6.1,109.33,kidneybeans
24,55,12,26.13,17.01,5.27,136.56,kidneybeans
35,36,36,23.29,48.37,6.84,58.91,sunflower
51,69,25,30.07,66.93,7.4,85.6,blackgram
23,124,218,22.29,97.18,6.21,113.64,apple
74,50,29,20.99,56.05,6.18,91.44,wheat
72,47,42,19.01,69.13,6.58,83.23,potato
23,70,15,20.96,42.07,6.48,51.89,lentil
92,13,42,25.48,90.41,6.39,26.44,watermelon
26,59,29,31.34,43.99,6.28,52.39,mothbeans
29,30,32,29.05,54.57,5.44,119.0,mango
19,39,18,28.25,89.55,6.43,37.91,mungbean
56,61,76,23.97,12.84,6.78,72.79,chickpea
15,56,19,19.74,54.39,7.27,49.41,lentil
96,77,54,29.42,79.88,6.66,118.16,banana
97,76,43,28.41,79.61,5.89,92.77,banana
20,57,16,17.25,59.92,6.6,60.68,lentil
8,67,17,26.34,55.57,6.7,124.55,pigeonpeas
32,57,16,23.63,61.96,6.29,66.88,groundnut
26,139,222,21.1,92.8,6.84,78.14,apple
18,43,20,14.34,22.27,6.23,112.85,kidneybeans
19,18,26,26.13,92.38,6.64,170.68,coconut
89,65,46,26.02,77.31,6.19,101.58,banana
68,53,39,24.02,64.62,6.64,70.22,tomato
84,51,48,13.54,62.14,7.16,101.65,wheat
26,51,20,31.1,56.32,5.52,46.31,mothbeans
52,65,67,14.94,61.32,6.31,86.16,potato
24,10,31,30.35,94.89,6.38,231.29,coconut
13,69,17,16.74,22.15,5.48,142.26,kidneybeans
49,61,47,33.48,87.24,6.94,162.95,papaya
25,59,20,25.47,72.82,6.77,41.85,mungbean
62,49,41,22.65,52.01,7.19,95.72,wheat
22,43,19,28.47,47.78,6.77,138.44,pigeonpeas
67,53,46,15.55,69.96,6.01,64.36,potato
62,52,61,12.54,78.96,6.32,85.48,potato
23,39,43,23.2,57.69,6.81,39.21,onion
16,56,20,29.44,61.97,5.7,120.05,pigeonpeas
74,65,34,12.04,53.38,6.68,79.05,barley
73,48,26,19.58,71.75,7.01,71.48,maize
71,64,33,20.36,87.79,6.9,238.72,rice
37,56,14,28.71,70.79,7.52,79.6,blackgram
29,48,16,24.56,90.45,6.27,50.44,mungbean
21,48,26,27.87,53.16,6.31,30.24,mothbeans
26,33,33,33.92,63.58,5.97,109.69,mango
112,74,51,27.95,85.85,5.34,111.69,banana
73,45,36,29.56,81.93,5.97,244.68,rice
101,11,57,27.68,91.66,6.76,27.67,muskmelon
28,11,38,21.99,91.52,6.99,32.44,pomegranate
30,56,14,28.37,45.38,6.46,45.5,groundnut
18,64,19,22.38,28.75,6.33,127.06,kidneybeans
16,57,24,27.0,76.03,6.27,44.0,mungbean
18,75,23,28.05,42.2,6.39,130.39,pigeonpeas
20,17,9,23.9,90.78,6.76,121.81,orange
15,7,40,17.4,89.19,6.63,57.85,pomegranate
15,11,36,22.56,93.85,6.46,60.79,pomegranate
68,42,44,21.41,80.51,7.16,197.52,jute
84,63,49,31.51,78.99,5.93,71.16,banana
17,67,30,15.73,35.19,7.19,43.21,lentil
83,59,45,23.52,81.9,6.0,219.44,rice
20,53,11,29.34,81.81,7.16,56.23,mungbean
22,9,16,27.04,95.91,5.74,151.13,coconut
60,55,50,34.55,93.86,6.81,153.8,papaya
19,39,23,28.55,82.9,5.74,64.44,mungbean
94,78,63,30.28,70.39,6.23,96.44,banana
107,74,35,32.99,88.73,6.29,84.94,banana
61,63,39,20.9,41.93,7.61,67.29,sunflower
19,9,30,27.72,94.96,5.71,130.92,coconut
49,57,24,27.15,59.56,6.06,86.73,blackgram
57,54,32,17.72,40.71,6.86,84.52,barley
12,17,48,28.49,90.19,6.78,35.41,pomegranate
84,40,49,21.65,80.39,6.91,183.07,rice
9,63,18,26.8,49.08,6.16,127.0,pigeonpeas
76,44,36,29.3,84.02,5.87,247.54,rice
45,43,50,25.8,59.57,5.39,84.78,tomato
19,70,25,22.62,40.86,7.21,49.35,lentil
34,60,17,23.37,62.08,6.69,67.84,groundnut
28,58,14,32.71,69.7,6.64,62.34,blackgram
50,60,44,36.95,90.71,6.27,134.58,papaya
37,61,53,38.61,95.93,7.15,106.75,papaya
19,70,19,17.56,56.59,6.91,50.18,lentil
21,18,8,23.08,96.98,7.39,121.86,orange
45,38,68,21.96,59.71,7.02,65.69,onion
77,52,35,24.13,61.95,6.46,86.11,maize
20,51,19,33.06,44.97,7.54,54.31,mothbeans
91,20,49,26.96,90.47,6.65,46.89,watermelon
49,35,35,24.18,61.94,6.95,52.79,sunflower
85,58,37,16.95,57.43,7.63,107.64,wheat
22,125,201,20.31,87.73,6.11,126.1,apple
23,41,30,28.89,43.79,6.09,133.52,pigeonpeas
52,52,51,26.86,57.97,7.41,79.27,tomato
26,131,213,25.09,77.11,5.69,55.21,grapes
14,69,9,21.66,45.61,7.76,42.25,lentil
23,19,11,30.69,96.91,7.18,97.42,orange
49,66,51,34.27,91.66,6.22,188.76,papaya
93,48,24,25.34,76.8,6.55,87.42,cotton
81,58,44,21.2,69.35,7.35,112.97,wheat
40,35,55,15.77,56.44,6.11,73.69,onion
135,38,20,21.65,78.43,6.98,68.26,cotton
35,74,27,30.77,64.93,7.41,80.95,blackgram
61,73,55,26.26,68.1,7.2,77.74,onion
85,62,38,22.47,61.19,6.67,87.73,wheat
94,75,52,25.02,83.62,6.03,65.69,banana
29,68,12,32.69,62.79,7.28,56.68,blackgram
19,54,19,22.93,41.04,6.4,142.08,pigeonpeas
17,71,20,23.37,51.31,7.32,139.86,pigeonpeas
75,50,44,15.24,61.35,6.23,97.78,wheat
70,51,41,14.37,53.7,7.02,64.97,barley
50,42,40,25.38,46.75,6.75,64.93,sunflower
70,47,57,24.58,82.26,6.4,91.61,potato
17,59,15,23.09,13.03,6.07,115.1,kidneybeans
35,38,44,26.73,46.26,7.3,71.71,tomato
53,49,57,23.63,62.98,6.51,51.6,tomato
53,51,22,24.39,37.69,7.11,53.63,sunflower
18,57,17,23.69,24.31,5.93,132.13,kidneybeans
50,42,27,24.99,53.04,6.78,76.88,sunflower
93,19,39,25.2,73.24,6.61,152.26,coffee
17,19,33,37.23,55.31,5.9,106.14,mango
80,67,38,24.9,81.83,5.92,254.28,rice
43,45,55,22.79,74.13,6.75,70.05,onion
19,69,16,23.52,40.59,7.04,61.82,lentil
18,69,23,25.48,50.54,4.79,158.84,pigeonpeas
47,53,66,24.16,49.32,7.3,67.24,onion
57,51,53,22.45,73.22,5.95,78.11,potato
109,18,62,26.42,90.7,6.73,12.02,muskmelon
41,44,21,33.15,64.51,7.7,78.6,blackgram
19,7,48,24.79,86.26,6.52,41.44,pomegranate
25,70,27,34.93,51.13,7.08,42.76,mothbeans
77,37,40,19.8,59.33,6.3,107.23,maize
136,52,22,24.46,81.6,7.47,98.35,cotton
34,20,7,25.06,94.26,7.31,116.64,orange
35,60,17,24.92,58.83,6.75,63.12,groundnut
56,32,38,20.92,48.42,6.24,65.73,onion
87,17,35,24.26,72.52,6.77,152.12,coffee
98,46,24,19.15,82.25,7.53,108.32,cotton
25,142,206,20.31,85.02,5.88,125.42,apple
27,52,24,21.07,12.95,6.12,118.23,kidneybeans
47,52,92,17.01,15.94,6.75,70.68,chickpea
36,55,18,30.8,69.29,6.98,70.16,blackgram
47,46,53,16.26,55.36,7.07,74.38,onion
22,73,22,26.62,56.05,5.16,151.08,pigeonpeas
60,58,51,17.62,66.7,6.78,112.07,potato
18,28,35,30.66,42.94,5.08,107.2,mango
99,81,58,27.83,75.18,5.23,64.86,banana
89,23,68,29.19,95.66,6.59,59.68,watermelon
50,69,62,17.37,70.58,6.68,94.8,potato
95,15,56,31.21,91.73,6.67,16.38,muskmelon
49,53,57,20.79,60.7,6.99,61.39,onion
23,140,210,30.51,77.05,5.83,82.59,grapes
53,39,47,27.18,63.81,6.11,67.76,tomato
23,129,175,24.58,83.7,7.36,132.53,apple
81,61,45,14.57,73.07,6.34,106.05,wheat
16,11,8,31.53,90.8,7.36,104.36,orange
38,63,22,26.76,70.98,7.45,58.7,blackgram
45,54,43,29.08,67.02,6.09,57.76,onion
24,44,19,27.95,88.42,6.74,47.8,mungbean
24,6,37,21.36,97.5,6.47,169.19,coconut
56,59,43,31.7,90.45,6.09,129.93,papaya
101,23,23,28.7,62.47,6.73,158.06,coffee
77,45,44,25.33,80.2,7.08,187.57,rice
59,50,50,20.55,66.26,6.54,60.96,tomato
47,35,32,18.9,42.89,6.72,61.32,sunflower
91,45,35,19.77,55.76,5.89,89.44,maize
52,36,45,18.51,58.53,6.81,106.95,wheat
100,22,53,23.74,85.51,7.5,45.16,watermelon
101,9,44,23.43,87.81,6.73,48.93,watermelon
32,131,209,26.11,90.08,6.56,114.13,apple
26,75,19,20.73,47.65,7.48,48.0,lentil
22,70,24,28.97,45.74,6.5,102.85,pigeonpeas
27,121,194,17.42,91.42,5.85,114.49,apple
93,46,39,22.43,82.75,7.44,207.71,jute
76,40,36,28.3,84.52,6.43,165.68,jute
46,67,68,17.84,25.52,7.5,74.07,chickpea
103,85,44,29.28,77.36,6.31,70.82,banana
97,12,32,22.59,50.77,7.1,136.07,coffee
31,123,178,21.79,90.96,5.58,108.8,apple
113,46,21,22.24,87.25,6.55,83.92,cotton
50,59,45,21.6,61.3,6.53,56.64,tomato
30,50,76,18.47,16.52,6.83,60.81,chickpea
23,8,40,21.47,92.39,7.1,38.9,pomegranate
29,123,205,18.73,84.04,6.98,65.05,grapes
123,35,18,21.95,70.87,7.42,69.56,cotton
20,54,14,23.4,92.9,6.26,61.36,mungbean
44,40,51,25.5,70.34,6.24,70.06,onion
15,67,25,26.21,66.78,5.68,130.65,pigeonpeas
25,8,36,24.87,86.97,7.04,43.34,pomegranate
67,46,52,20.13,69.98,5.79,73.04,potato
